question_id,category,configuration,run,required_fact_score,faithfulness_score,project_entity_score,multi_hop_score,comparative_score,adversarial_success,tool_calls,model_calls,retry_count,latency_ms,safe_fallback
multi_012,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,1,2,0,25.23,False
comp_001,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,49.06,False
comp_002,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,38.82,False
comp_003,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,26.45,False
comp_004,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,37.3,False
comp_005,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,28.46,False
comp_006,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,27.02,False
comp_007,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,1,2,0,25.75,False
comp_008,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,25.27,False
comp_009,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,47.6,False
adv_001,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,31.41,False
adv_002,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,28.51,False
adv_003,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,31.89,False
adv_004,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,26.35,False
adv_005,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,32.67,False
adv_006,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,19.45,False
adv_007,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,18.67,False
adv_008,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,27.97,False
adv_009,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,127.7,False
adv_010,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,26.73,False
single_001,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,50.12,False
single_002,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,66.76,False
single_003,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,52.73,True
single_004,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,50.85,False
single_005,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,33.89,False
single_006,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,47.84,False
single_007,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,26.21,True
single_008,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,53.4,False
single_009,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,50.65,True
single_010,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,29.93,True
single_011,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,39.24,False
single_012,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,30.6,False
multi_001,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,57.23,True
multi_002,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,115.25,True
multi_003,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,64.89,True
multi_004,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,31.61,True
multi_005,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,41.63,True
multi_006,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,24.53,False
multi_007,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,66.48,True
multi_008,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,59.56,False
multi_009,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,1,3,1,70.37,True
multi_010,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,82.79,True
multi_011,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,129.1,False
multi_012,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,1,2,0,67.94,False
comp_001,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,43.19,False
comp_002,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,83.55,True
comp_003,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,76.44,True
comp_004,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,58.5,False
comp_005,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,71.87,True
comp_006,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,84.33,True
comp_007,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,1,3,1,66.69,True
comp_008,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,125.63,True
comp_009,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,46.93,False
adv_001,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,38.47,False
adv_002,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,47.04,False
adv_003,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,54.43,False
adv_004,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,43.62,False
adv_005,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,50.21,False
adv_006,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,47.92,False
adv_007,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,55.63,False
adv_008,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,39.65,False
adv_009,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,45.63,False
adv_010,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,61.55,False
single_001,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.01,False
single_002,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_003,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_004,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_005,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.0,False
single_006,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_007,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_008,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.01,False
single_009,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_010,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_011,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.0,False
single_012,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.0,False
multi_001,multi_hop,pipeline,1,0.5,1.0,1.0,0.5,,,0,0,0,0.0,False
multi_002,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_003,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_004,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_005,multi_hop,pipeline,1,0.5,1.0,1.0,0.5,,,0,0,0,0.01,False
multi_006,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_007,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_008,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_009,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.06,False
multi_010,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.0,False
multi_011,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.0,False
multi_012,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.0,False
comp_001,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_002,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_003,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_004,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_005,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_006,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_007,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_008,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
comp_009,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.0,False
adv_001,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_002,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_003,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_004,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_005,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_006,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_007,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_008,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_009,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_010,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
