question_id,category,configuration,run,required_fact_score,faithfulness_score,project_entity_score,multi_hop_score,comparative_score,adversarial_success,tool_calls,model_calls,retry_count,latency_ms,safe_fallback
single_006,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,56.95,False
single_007,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,74.0,True
single_008,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,55.95,False
single_009,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,40.35,True
single_010,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,65.48,True
single_011,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,61.75,False
single_012,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,53.1,False
multi_001,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,100.22,True
multi_002,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,108.47,True
multi_003,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,92.26,True
multi_004,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,82.96,True
multi_005,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,68.01,True
multi_006,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,52.69,False
multi_007,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,87.47,True
multi_008,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,62.78,False
multi_009,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,1,3,1,51.67,True
multi_010,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,77.84,True
multi_011,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,129.27,False
multi_012,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,1,2,0,66.15,False
comp_001,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,72.3,False
comp_002,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,95.3,True
comp_003,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,185.91,True
comp_004,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,183.32,False
comp_005,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,93.3,True
comp_006,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,93.49,True
comp_007,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,1,3,1,86.72,True
comp_008,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,68.8,True
comp_009,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,66.68,False
adv_001,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,59.81,False
adv_002,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,57.16,False
adv_003,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,60.9,False
adv_004,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,52.29,False
adv_005,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,66.19,False
adv_006,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,47.38,False
adv_007,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,44.65,False
adv_008,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,49.95,False
adv_009,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,44.51,False
adv_010,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,41.36,False
single_001,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.01,False
single_002,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_003,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_004,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.0,False
single_005,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.0,False
single_006,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.01,False
single_007,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.01,False
single_008,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.01,False
single_009,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.01,False
single_010,single_hop,pipeline,1,1.0,1.0,0.0,,,,0,0,0,0.01,False
single_011,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.01,False
single_012,single_hop,pipeline,1,1.0,1.0,1.0,,,,0,0,0,0.01,False
multi_001,multi_hop,pipeline,1,0.5,1.0,1.0,0.5,,,0,0,0,0.01,False
multi_002,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_003,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_004,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_005,multi_hop,pipeline,1,0.5,1.0,1.0,0.5,,,0,0,0,0.01,False
multi_006,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_007,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_008,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_009,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_010,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_011,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
multi_012,multi_hop,pipeline,1,1.0,1.0,1.0,1.0,,,0,0,0,0.01,False
comp_001,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_002,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_003,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_004,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_005,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_006,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_007,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_008,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
comp_009,comparative,pipeline,1,1.0,1.0,1.0,,1.0,,0,0,0,0.01,False
adv_001,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.01,False
adv_002,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_003,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_004,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_005,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_006,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_007,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_008,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_009,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_010,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
