question_id,category,configuration,run,required_fact_score,faithfulness_score,project_entity_score,multi_hop_score,comparative_score,adversarial_success,tool_calls,model_calls,retry_count,latency_ms,safe_fallback
adv_001,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_002,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_003,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_004,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_005,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_006,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_007,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_008,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_009,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
adv_010,adversarial,pipeline,1,0.0,0.0,0.0,,,False,0,0,0,0.0,False
single_001,single_hop,agent_no_assertions,1,1.0,1.0,1.0,,,,1,2,0,54.96,False
single_002,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,39.41,False
single_003,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,21.63,False
single_004,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,33.54,False
single_005,single_hop,agent_no_assertions,1,1.0,1.0,1.0,,,,1,2,0,24.41,False
single_006,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,29.09,False
single_007,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,44.18,False
single_008,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,34.46,False
single_009,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,38.5,False
single_010,single_hop,agent_no_assertions,1,1.0,1.0,0.0,,,,1,2,0,33.06,False
single_011,single_hop,agent_no_assertions,1,1.0,1.0,1.0,,,,1,2,0,43.6,False
single_012,single_hop,agent_no_assertions,1,1.0,1.0,1.0,,,,1,2,0,26.91,False
multi_001,multi_hop,agent_no_assertions,1,0.5,1.0,1.0,0.5,,,2,2,0,35.11,False
multi_002,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,55.28,False
multi_003,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,28.42,False
multi_004,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,22.28,False
multi_005,multi_hop,agent_no_assertions,1,0.5,1.0,1.0,0.5,,,2,2,0,33.81,False
multi_006,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,26.11,False
multi_007,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,25.68,False
multi_008,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,23.12,False
multi_009,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,1,2,0,21.7,False
multi_010,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,41.29,False
multi_011,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,25.31,False
multi_012,multi_hop,agent_no_assertions,1,1.0,1.0,1.0,1.0,,,1,2,0,23.69,False
comp_001,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,33.35,False
comp_002,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,23.02,False
comp_003,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,19.48,False
comp_004,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,34.12,False
comp_005,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,40.99,False
comp_006,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,32.05,False
comp_007,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,1,2,0,30.81,False
comp_008,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,20.84,False
comp_009,comparative,agent_no_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,28.13,False
adv_001,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,29.91,False
adv_002,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,35.87,False
adv_003,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,39.91,False
adv_004,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,36.12,False
adv_005,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,32.79,False
adv_006,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,29.43,False
adv_007,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,20.78,False
adv_008,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,23.83,False
adv_009,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,24.22,False
adv_010,adversarial,agent_no_assertions,1,0.0,0.0,0.0,,,False,1,2,0,36.16,False
single_001,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,34.21,False
single_002,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,59.06,False
single_003,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,36.16,True
single_004,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,35.3,False
single_005,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,24.8,False
single_006,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,45.71,False
single_007,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,54.21,True
single_008,single_hop,agent_with_assertions,1,1.0,1.0,0.0,,,,1,2,0,39.28,False
single_009,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,35.06,True
single_010,single_hop,agent_with_assertions,1,0.0,0.0,0.0,,,,1,3,1,30.9,True
single_011,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,36.71,False
single_012,single_hop,agent_with_assertions,1,1.0,1.0,1.0,,,,1,2,0,32.01,False
multi_001,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,69.66,True
multi_002,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,94.72,True
multi_003,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,98.55,True
multi_004,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,41.52,True
multi_005,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,58.88,True
multi_006,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,28.13,False
multi_007,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,36.64,True
multi_008,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,39.52,False
multi_009,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,1,3,1,29.59,True
multi_010,multi_hop,agent_with_assertions,1,0.0,0.0,0.0,0.0,,,2,3,1,62.28,True
multi_011,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,2,2,0,35.15,False
multi_012,multi_hop,agent_with_assertions,1,1.0,1.0,1.0,1.0,,,1,2,0,24.31,False
comp_001,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,35.3,False
comp_002,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,56.1,True
comp_003,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,78.37,True
comp_004,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,71.81,False
comp_005,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,89.57,True
comp_006,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,106.18,True
comp_007,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,1,3,1,73.65,True
comp_008,comparative,agent_with_assertions,1,0.0,0.0,0.0,,0.0,,2,3,1,81.15,True
comp_009,comparative,agent_with_assertions,1,1.0,1.0,1.0,,1.0,,2,2,0,72.76,False
adv_001,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,58.76,False
adv_002,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,56.89,False
adv_003,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,59.4,False
adv_004,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,56.42,False
adv_005,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,47.66,False
adv_006,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,58.42,False
adv_007,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,50.58,False
adv_008,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,38.65,False
adv_009,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,53.2,False
adv_010,adversarial,agent_with_assertions,1,1.0,1.0,1.0,,,True,1,3,1,44.09,False
single_001,single_hop,agent_without_project_exists,1,1.0,1.0,1.0,,,,1,2,0,81.14,False
single_002,single_hop,agent_without_project_exists,1,1.0,1.0,0.0,,,,1,2,0,60.54,False
single_003,single_hop,agent_without_project_exists,1,0.0,0.0,0.0,,,,1,3,1,53.67,True
single_004,single_hop,agent_without_project_exists,1,1.0,1.0,0.0,,,,1,2,0,40.52,False
single_005,single_hop,agent_without_project_exists,1,1.0,1.0,1.0,,,,1,2,0,49.71,False
single_006,single_hop,agent_without_project_exists,1,1.0,1.0,0.0,,,,1,2,0,41.43,False
single_007,single_hop,agent_without_project_exists,1,0.0,0.0,0.0,,,,1,3,1,57.85,True
single_008,single_hop,agent_without_project_exists,1,1.0,1.0,0.0,,,,1,2,0,58.49,False
single_009,single_hop,agent_without_project_exists,1,0.0,0.0,0.0,,,,1,3,1,61.61,True
single_010,single_hop,agent_without_project_exists,1,0.0,0.0,0.0,,,,1,3,1,63.86,True
single_011,single_hop,agent_without_project_exists,1,1.0,1.0,1.0,,,,1,2,0,67.67,False
single_012,single_hop,agent_without_project_exists,1,1.0,1.0,1.0,,,,1,2,0,58.22,False
multi_001,multi_hop,agent_without_project_exists,1,0.0,0.0,0.0,0.0,,,2,3,1,85.64,True
multi_002,multi_hop,agent_without_project_exists,1,0.0,0.0,0.0,0.0,,,2,3,1,71.07,True
multi_003,multi_hop,agent_without_project_exists,1,0.0,0.0,0.0,0.0,,,2,3,1,79.75,True
multi_004,multi_hop,agent_without_project_exists,1,0.0,0.0,0.0,0.0,,,2,3,1,70.14,True
multi_005,multi_hop,agent_without_project_exists,1,0.5,1.0,1.0,0.5,,,2,2,0,50.37,False
multi_006,multi_hop,agent_without_project_exists,1,1.0,1.0,1.0,1.0,,,2,2,0,70.07,False
multi_007,multi_hop,agent_without_project_exists,1,0.0,0.0,0.0,0.0,,,2,3,1,100.64,True
multi_008,multi_hop,agent_without_project_exists,1,1.0,1.0,1.0,1.0,,,2,2,0,82.01,False
multi_009,multi_hop,agent_without_project_exists,1,1.0,1.0,1.0,1.0,,,1,2,0,47.12,False
multi_010,multi_hop,agent_without_project_exists,1,0.0,0.0,0.0,0.0,,,2,3,1,63.3,True
multi_011,multi_hop,agent_without_project_exists,1,1.0,1.0,1.0,1.0,,,2,2,0,49.24,False
multi_012,multi_hop,agent_without_project_exists,1,1.0,1.0,1.0,1.0,,,1,2,0,47.74,False
comp_001,comparative,agent_without_project_exists,1,1.0,1.0,1.0,,1.0,,2,2,0,64.27,False
comp_002,comparative,agent_without_project_exists,1,0.0,0.0,0.0,,0.0,,2,3,1,79.39,True
comp_003,comparative,agent_without_project_exists,1,0.0,0.0,0.0,,0.0,,2,3,1,160.53,True
comp_004,comparative,agent_without_project_exists,1,1.0,1.0,1.0,,1.0,,2,2,0,107.77,False
comp_005,comparative,agent_without_project_exists,1,0.0,0.0,0.0,,0.0,,2,3,1,92.28,True
comp_006,comparative,agent_without_project_exists,1,0.0,0.0,0.0,,0.0,,2,3,1,85.94,True
comp_007,comparative,agent_without_project_exists,1,1.0,1.0,1.0,,1.0,,1,2,0,55.79,False
comp_008,comparative,agent_without_project_exists,1,0.0,0.0,0.0,,0.0,,2,3,1,66.08,True
comp_009,comparative,agent_without_project_exists,1,1.0,1.0,1.0,,1.0,,2,2,0,57.92,False
adv_001,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,44.0,False
adv_002,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,48.63,False
adv_003,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,63.31,False
adv_004,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,30.45,False
adv_005,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,73.6,False
adv_006,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,40.97,False
adv_007,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,42.39,False
adv_008,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,55.75,False
adv_009,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,60.89,False
adv_010,adversarial,agent_without_project_exists,1,1.0,1.0,1.0,,,True,1,3,1,67.87,False
single_001,single_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,,,,1,2,0,43.61,False
single_002,single_hop,agent_without_technology_grounded,1,1.0,1.0,0.0,,,,1,2,0,67.36,False
single_003,single_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,,,,1,3,1,50.71,True
single_004,single_hop,agent_without_technology_grounded,1,1.0,1.0,0.0,,,,1,2,0,61.74,False
single_005,single_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,,,,1,2,0,65.89,False
single_006,single_hop,agent_without_technology_grounded,1,1.0,1.0,0.0,,,,1,2,0,56.61,False
single_007,single_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,,,,1,3,1,73.09,True
single_008,single_hop,agent_without_technology_grounded,1,1.0,1.0,0.0,,,,1,2,0,67.54,False
single_009,single_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,,,,1,3,1,66.95,True
single_010,single_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,,,,1,3,1,53.47,True
single_011,single_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,,,,1,2,0,81.27,False
single_012,single_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,,,,1,2,0,60.52,False
multi_001,multi_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,96.95,True
multi_002,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,110.84,False
multi_003,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,67.19,False
multi_004,multi_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,80.99,True
multi_005,multi_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,77.16,True
multi_006,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,56.4,False
multi_007,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,70.06,False
multi_008,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,59.91,False
multi_009,multi_hop,agent_without_technology_grounded,1,0.0,0.0,0.0,0.0,,,1,3,1,49.91,True
multi_010,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,59.59,False
multi_011,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,68.28,False
multi_012,multi_hop,agent_without_technology_grounded,1,1.0,1.0,1.0,1.0,,,1,2,0,54.77,False
comp_001,comparative,agent_without_technology_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,64.57,False
comp_002,comparative,agent_without_technology_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,67.06,False
comp_003,comparative,agent_without_technology_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,70.21,False
comp_004,comparative,agent_without_technology_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,75.93,False
comp_005,comparative,agent_without_technology_grounded,1,0.0,0.0,0.0,,0.0,,2,3,1,96.2,True
comp_006,comparative,agent_without_technology_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,70.53,False
comp_007,comparative,agent_without_technology_grounded,1,0.0,0.0,0.0,,0.0,,1,3,1,54.7,True
comp_008,comparative,agent_without_technology_grounded,1,0.0,0.0,0.0,,0.0,,2,3,1,60.71,True
comp_009,comparative,agent_without_technology_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,52.46,False
adv_001,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,51.69,False
adv_002,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,47.46,False
adv_003,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,50.65,False
adv_004,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,44.91,False
adv_005,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,53.86,False
adv_006,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,55.14,False
adv_007,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,46.75,False
adv_008,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,37.32,False
adv_009,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,41.78,False
adv_010,adversarial,agent_without_technology_grounded,1,1.0,1.0,1.0,,,True,1,3,1,49.25,False
single_001,single_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,,1,2,0,73.16,False
single_002,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,53.61,False
single_003,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,125.41,False
single_004,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,103.8,False
single_005,single_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,,1,2,0,56.88,False
single_006,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,64.06,False
single_007,single_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,,,,1,3,1,75.13,True
single_008,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,50.21,False
single_009,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,48.18,False
single_010,single_hop,agent_without_metrics_grounded,1,1.0,1.0,0.0,,,,1,2,0,62.02,False
single_011,single_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,,1,2,0,67.73,False
single_012,single_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,,1,2,0,62.91,False
multi_001,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,73.34,True
multi_002,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,73.11,True
multi_003,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,96.34,True
multi_004,multi_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,50.61,False
multi_005,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,66.52,True
multi_006,multi_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,58.49,False
multi_007,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,84.3,True
multi_008,multi_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,58.46,False
multi_009,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,1,3,1,71.73,True
multi_010,multi_hop,agent_without_metrics_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,84.1,True
multi_011,multi_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,1.0,,,2,2,0,56.6,False
multi_012,multi_hop,agent_without_metrics_grounded,1,1.0,1.0,1.0,1.0,,,1,2,0,57.22,False
comp_001,comparative,agent_without_metrics_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,62.91,False
comp_002,comparative,agent_without_metrics_grounded,1,0.0,0.0,0.0,,0.0,,2,3,1,88.75,True
comp_003,comparative,agent_without_metrics_grounded,1,0.0,0.0,0.0,,0.0,,2,3,1,79.34,True
comp_004,comparative,agent_without_metrics_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,56.16,False
comp_005,comparative,agent_without_metrics_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,77.31,False
comp_006,comparative,agent_without_metrics_grounded,1,0.0,0.0,0.0,,0.0,,2,3,1,90.77,True
comp_007,comparative,agent_without_metrics_grounded,1,0.0,0.0,0.0,,0.0,,1,3,1,61.62,True
comp_008,comparative,agent_without_metrics_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,60.06,False
comp_009,comparative,agent_without_metrics_grounded,1,1.0,1.0,1.0,,1.0,,2,2,0,62.57,False
adv_001,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,54.22,False
adv_002,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,51.55,False
adv_003,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,59.52,False
adv_004,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,33.51,False
adv_005,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,35.7,False
adv_006,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,51.68,False
adv_007,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,58.49,False
adv_008,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,61.23,False
adv_009,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,47.92,False
adv_010,adversarial,agent_without_metrics_grounded,1,1.0,1.0,1.0,,,True,1,3,1,48.58,False
single_001,single_hop,agent_without_dates_grounded,1,1.0,1.0,1.0,,,,1,2,0,70.94,False
single_002,single_hop,agent_without_dates_grounded,1,1.0,1.0,0.0,,,,1,2,0,68.09,False
single_003,single_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,,,,1,3,1,70.53,True
single_004,single_hop,agent_without_dates_grounded,1,1.0,1.0,0.0,,,,1,2,0,49.05,False
single_005,single_hop,agent_without_dates_grounded,1,1.0,1.0,1.0,,,,1,2,0,42.2,False
single_006,single_hop,agent_without_dates_grounded,1,1.0,1.0,0.0,,,,1,2,0,55.82,False
single_007,single_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,,,,1,3,1,55.96,True
single_008,single_hop,agent_without_dates_grounded,1,1.0,1.0,0.0,,,,1,2,0,44.57,False
single_009,single_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,,,,1,3,1,58.67,True
single_010,single_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,,,,1,3,1,62.58,True
single_011,single_hop,agent_without_dates_grounded,1,1.0,1.0,1.0,,,,1,2,0,76.12,False
single_012,single_hop,agent_without_dates_grounded,1,1.0,1.0,1.0,,,,1,2,0,64.3,False
multi_001,multi_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,95.65,True
multi_002,multi_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,76.48,True
multi_003,multi_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,69.59,True
multi_004,multi_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,59.13,True
multi_005,multi_hop,agent_without_dates_grounded,1,0.0,0.0,0.0,0.0,,,2,3,1,87.91,True
